s_no,source_sheet,budget_head,name_of_scheme,sub_scheme_name,ftr_hq_name,shq_name,location,work_description,executive_agency,aa_es_reference,sd_amount_lakh,ts_date,tender_date,remarks,created_at,updated_at,acceptance_date,time_allowed_days,pdc_agreement,award_date,pdc_revised,completion_date_actual,firm_name,physical_progress_percent,expenditure_previous_fy,expenditure_current_fy,expenditure_total,expenditure_percent,current_status,id,delay_days,expected_progress,health_status,health_score,progress_category,risk_level,priority,status,efficiency_score,quality_score,forecast_completion,budget_variance,monthly_burn_rate,message,row
ENG-1761419859723-1318,OLD OB,OB(BS),,Old Schmes,Kashmir,BLA,,C/O 120 Men Barrack for SHQ BSF Baramulla; Kashmir (J&K).,NBCC,"O/No. 922-29 dtd 13/10/2015 - Rs 445.49 Lakh 

Revised Sanction vide FHQ O/No-11192-207 dated 10 Sep 2018- Rs 561.97 lakh 
Re-revisied santion issued vide FHQ O/no 7894-106 dtd 10/11/2023-
 Rs 7;34;01;546/-",734.01,2024-03-12,05.01.2024,"Building work has been completed and finishing and development work is under progress. During the PMC meeting on 12.09.2025; DGM; NBCC intimated that SHQ Barrack delayed due to recent floods as material intended to use in the work stranded enroute and the will also be completed by 25.10.2025.  A bill of Rs. 21.68 lakh pending with PAD. 





",2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,10.01.2024,120,07.11.2017,2024-03-12,31.10.25,,M/s Purvee Construction,68,,364.08,43.77,55.56,,,,,,,,,,,,,,,,,
ENG-1761419859723-1319,OLD OB,OB(BS),,Old Schmes,Kashmir,BLA,,C/O 120 Men barrack for Bn HQ BSF Baramulla; Kashmir (J&K).,NBCC,"O/No. 939-46 dated 13/10/2015- Rs 445.49 Lakh 

Revised Sanction vide FHQ O/No-16003-18 dated 09.11.2018.- 561.97 Lakh 

Re-revised  santion vide FHQ O/no 7881-93 dtd 10/11/2023 Rs 7;14;39;218/-",714.39,2024-03-12,08.01.2024,"Work Completed. 

During the PMC meeting on 12.09.2025; DGM; NBCC intimated that Bn HQ Barrack has already been completed and some developmental works are in progress and final bill of Bn HQ barrack will be submitted by 30.09.2025. A bill of Rs. 87.85 lakh pending with PAD. 
",2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,10.01.2024,120,07.11.2017,2024-03-12,31.07.25,2025-07-12,M/s Purvee Construction,100,,378.07,60.14,56.85,,,,,,,,,,,,,,,,,
ENG-1761419859723-1320,OLD RB,RB(BS),,Old Schemes,Kashmir,SGR,,C/O 148 Nos residential Qtrs (SH: Type-II/100; Type-III/40; Type-IV/06 and Type-V/02); 01 No 120 men barrack; external development and boundary wall & gates for Battalion HQ at Gogoland under SHQBSF Srinagar,NBCC,"O/No.119/2013/Engg-BSF/PF-V/10314-24 dtd 26/06/2014 - Rs 2705.97 Lakh 

Revised Sanction vide MHA O/No.119/75/2013/Engg/BSF/PF-V/11128-39 dated 26/27th August’ 2019- Rs 3304.53 Lakh ",3304.53,2014-10-04,2014-10-09,"Work completed and taken over from NBCC.

Final EOT case submitted to FHQ (Engg) vide SDG(WC) L.No. 4514-15 dated 17.06.2025 for approval of CA.  Approval still awaited. 
",2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,10.11.14,791 days,24.08.2016,29/06/2015,2024-04-09,2024-09-19,"M/s M.M Shawl Engineers & Contractors Pvt. Ltd.;
",100,3282.24,0,3282.24,99.32,,,,,,,,,,,,,,,,,
ENG-1761419859723-1321,OLD RB,RB(BS),,Old Schemes,Kashmir,FTR KMR,,C/O 230 Nos Residential Qtrs (SH: Type-II/166 Nos; Type-III/60 Nos; Type-IV/04 Nos and 02 Nos 120 men barrack including development of work at Ftr HQ/STC /CH and BN HQ Humhama.,NBCC,"O/No.119/76/2013/Engg/BSF/PF-V/8625-35 dtd 13/05/2014 - 
Rs 4293.92 Lakh 

Revised Sanction O/No.119/D-III/76/J&K/2013-Engg/BSF/PF-V/12210-22 dated 25/26 Sept 2019.
 Rs 5356.43

Revised Sanction O/No.119/76/KMR/2013-Engg/BSF/2663-73 dated 07.05.2025.
 
Rs 6519.21",6519.21,2015-01-24,2015-01-31,"During the PMC meeting on 12.09.2025; DGM; NBCC intimated that; material being dumped for execution of work and allotted funds will be utilized as soon as possible. 

 As regards of Gantt/BAR chart; will be submitted by contractor  and same will be provided to BSF before next meeting. 
Work in progress. 
",2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,21.03.15,791 days,12.07.2016,26/06/2015,2027-04-09,,M/S Royou Construction,80,4019.81,0,4019.81,61.66,,,,,,,,,,,,,,,,,
ENG-1761419859723-1322,OLD RB,RB(BS),,Old Schemes,Kashmir,BDR,,C/O 91 Nos Residential Quarters (Type-II/68; Type-III/16; Type-IV/05 and Type-V/02) and 02 Nos 120 Men barracks. External Development and Boundary wall & Gates for SHQ/Battalion HQ at Bandipur under SHQ BSF BDR,NBCC,"O/No.119/73/2013-Engg/BSF/PF-V/10325-35 dtd 26/06/2014 -
Rs 2320.52 Lakh 

Revised sanction O/No. 119/73/2013-Engg/BSF/PF/V/11140-52 dated 27th Aug’2019.
Rs 2823.64 Lakh  
Re-revised sanction O/No. 440-50 dtd 24/01/2025 for Rs. 4116.98 lakh",4116.98,03.04.2016,03.04.2016,"        Re-revised sanction amounting to Rs.2823.64 Lakhs; received from HQ; DG-BSF(Engg Dte) on 24.01.2025; for the work held up since long and foreclosed by NBCC due to poor performance of the contractor; has been communicated to NBCC with an advice to initiate tender formalities for execution of balance work as soon as possible.

During tele-concersation between NBCC; DGM on 24.06.2025; it is informed that; tender documents sent to Head Office; New Delhi for calling of tenders. Most probably tenders will be called upto 1st Week of July'2025.
",2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,03.04.2016,,,03.04.2016,,,,29,793.56,0,793.56,19.27,,,,,,,,,,,,,,,,,
ENG-1761419859723-1323,OLD RB,RB(BS),,Old Schemes,Guajrat,BHUJ,,C/O 02 NOS RESIDENTIAL QUARTERS(TYPE-IV/01 AND TYPE -V/01 NO) INCLUDING WATER SUPPLY ;SANITARY INSTALLATION; DRAINAGE; DEVELOPMENT AND ELECTRICAL WORKS FOR SHQ BSF CAMPUS-III; BHUJ(GUJARAT),Dept,NO.112/31(GUJ)/2014-ENGG/BSF/3919-27 DATED 23.06.2023,112.04,2023-12-09,2023-12-11,Work completed,2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,2024-01-11,,2024-11-29,12.2.24,,,,100,129.93,0,129.93,10.92,,,,,,,,,,,,,,,,,
ENG-1761419859723-1324,OLD RB,RB(BS),,Old Schemes,Guajrat,BHUJ,,SEWERAGE TREATEMENT PLANT WITH CIVIL WORK AND PART SEWERAGE FOR MARINE BATTALION BSF BHUJ.,Dept,"112/20/2013/ENGG-BSF/PFV/10291-301DTD 26.06.2014
OUT OF SAVING AMOUNT ",137.6,18.12.21,18.12.21,Work held up at final stage by NBCC. NBCC assured to complete by Dec 2024.,2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,18.12.21,,"17/12/2022
Target date-31/12/24",18.12.21,,,,80,76.92,0,76.92,42.79,,,,,,,,,,,,,,,,,
ENG-1761419859723-1325,OLD RB,RB(BS),,Old Schemes,STC KMR,KMR,,C/o 49 Nos of Residential quarters (SH : Type- II/34; Type-III/09 (D/S); Type-IV/05 & Type-V/01(S/S) i/c water supply; sanitary installation & Drainage for STC BSF Campus Humhuma Srinagar (J & K),CPWD,"No. 119/20/ 2012 - Engg - BSF / PF-V/ 7015- 24 dated 15/04/2014 for Rs. 719.32 lakh
Re-revised sanction issued dtd 24/01/2025 for Rs. 18;38;56;800/-",1838.57,2015-01-02,2015-03-03,"Work is held up due to disagreement between CPWD and contractor on final bill. Then; CPWD invited new tenders for the balance works out of the balance sanctioned amount but FHQ (Fin Wing) did not agree on this and directed to obtain revised estimate from CPWD. 

FHQ (Engg Br) has issued revised sanction on dated 24/01/2025 as per order & amount mentioned against each.

Team of NIT/IIt likely to visti on 15/07/2025 to carry out inspection to check soundness of existing strcutures.

Progress review meeting was held with IG; STC BSF kashmir & CPWD Authority on 28.08.2025 and points discussed are as under:
  
EE Civil informed that all testing for structural soundness has been done and reports have been received. Additional test  report of two coloumn of these qtrs has also been received 23.09.2025  and tender formaities is under process.",2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,2015-03-19,,2017-04-10,2015-04-03,,,,20,248.31,0,248.31,,Held up,,,,,,,,,,,,,,,,
ENG-1761419859723-1326,OLD RB,RB(BS),,Old Schemes,STC KMR,KMR,,C/o Type-III/09 Nos; Residentail quarters at STC BSF Humhuma (srinagar),CPWD,"No. 119/20 /2012 - Engg-BSF/ PF-V / 2955-63 dated 30/01/2014 for Rs. 145.13 lakh
Revised sanction vide O/No. 431-39 dtd 24/01/2025 for Rs. 3;26;37;300/-",326.37,2015-01-03,2015-03-03,"Work is  held up due to disagreement between CPWD and contractor on final bill. Then; CPWD invited new tenders for the balance works out of the balance sanctioned amount but FHQ (Fin Wing) did not agree on this and directed to obtain revised estimate from CPWD. 

FHQ (Engg Br) has issued revised sanction on dated 24/01/2025 as per order & amount mentioned against each.

Team of NIT/IIt likely to visti on 15/07/2025 to carry out inspection to check soundness of existing strcutures.

Progress review meeting was held with IG; STC BSF kashmir & CPWD Authority on 28.08.2025 and points discussed are as under:
  
EE Civil informed that all testing for structural soundness has been done and reports have been received. Additional test  report of two coloumn of these qtrs has also been received 23.09.2025  and tender formaities is under process.",2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,2015-03-19,,2017-04-10,2015-04-03,,,,20,,0,0,,Held up,,,,,,,,,,,,,,,,
ENG-1761419859723-1327,OLD BOP,BOP(IA),,Old Schems,Kashmir,FTR KMR,,"C/o 193 Advance FRPs for Toilet; 93 Advance FRP for Coy Comdr living; 94 Advance FRPs for Jawan’s living at various FDL under FTR HQ BSF Kashmir.
(Total 380 Nos Adv FRPs) 
",Dept,MHA O/No. 11013/12/2015-BM III dated 28/05/2015,7223,25.06.2015,2015-08-09,"Details Of FRP structures are Under :- 
Total sanctioned                                       : - 380 Nos
Completed                                                 :- 245 Nos
In progress                                                :- 43 Nos
Required to be Shifted/Re-located/not yet started : - 92 Nos
Time allotted by MHA for completion of project upto 31.03.2023.

Case of Revised Sanction for Rs. 7708.67 Lakhs alongwith EOT upto 31.12.2026 as well as Shifting case stand submitted to FHQ (Engg) vide Kmr Ftr L/No. 3456-57 dated 11.12.2024. Approval still awaited

",2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,15.09.15,120 days,2015-01-22,24.09.15,2026-12-09,,"M/S Asiatic Composites Ltd;
M/s EPP Composite Pvt Ltd; 
M/S Suvarna Fibrotech Pvt Ltd; 
M/s Anil Kimar Kapahi & M/s Sarv Industries",65,4416.35,71.18,4487.530000000001,61.78,,,,,,,,,,,,,,,,,
ENG-1761419859723-1328,OLD BOP,BOP(IA),,Old Schems,Jammu,JMU,,C/O BOP building (Sh: Mahila barrack; 01 Nos corner bunker; 02 Nos 02 men bunker; storm water drain ; supply & installation of RO plants including base under ground sump & water supply distribution lines; Main pathway connecting pathway and deep tube well with submersible pump) at BOP Makwal Fwd of 16 Bn (Now 07 Bn) BSF under SHQ BSF Jammu.,Dept,"4578-84
17/12/20",121.54,20.03.23,20.03.23,Work completed and bill  (electric side) amounting to Rs.6.80 lakh process at this HQ,2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,26.08.23,,29.08.2024,02.09.23,,45306,M/s Bharat Bushan Gupta; Jammu,100,0,84.5,84.5,65.71,,,,,,,,,,,,,,,,,
ENG-1761419859723-1329,OLD BOP,BOP(IA),,Old Schems,Jammu,JMU,,Procurement of furniture /fixture for BOP Sangral; AMK; Makwal FWD; Suchet garh; Gharana; Jaikishan; S H Way; Chawani; Jabowal;  Chinaz; Mukesh; Pindi non composite BOPs under SHQ BSF Jammu.,Dept,"2261-67
25/02/19",64.8,22.09.25,22.09.25,supply order released for group-I (wooden furniture) on 22.09.2025,2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,22.09.25,,,22.09.25,,,,,,,,0,,,,,,,,,,,,,,,,,
ENG-1761419859723-1330,OLD BOP,BOP(IA),,Old Schems,Jammu,JMU,,C/O BOP Building (Sh: Kitchen; Mahila barrack; Garrage; sentry post; electrical development; Raising ring bundh; Toe wall; Flood protection work; supply & filling of earth; main and connecting pathway) at BOP Sangral (renamed as Sushil) of 16 BN BSF under SHQ BSF Jammu.,Dept,"4657-63
21/12/20",283.53,27.10.23,27.10.23,Work completed  and final account bill settled.,2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,27.10.23,,03.11.24,04.11.23,,2024-11-02,M/s R R Construction; Jammu,100,,217.7,217.7,36.67,,,,,,,,,,,,,,,,,
ENG-1761419859723-1331,OLD BOP,BOP(IA),,Old Schems,Punjab,FZR,,C/O 02 Nos ADM Block at BOP Karma and Kalsian of  87 BN BSF under SHQ BSF FZR,Dept,O/No.1402-12 dated 30.08.2017,69.942,12.12.2017.,18.12.2017,Work completed,2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,16.01.2018,180,05.08.2018,05.02.2018,,12.06.25,,100,33.22,25.99,59.209999999999994,84.66,,,,,,,,,,,,,,,,,
ENG-1761419859723-1332,OLD BOP,BOP(IA),,Old Schems,Punjab,FZR,,C/O sarve Dharm Sthal ;Garrage & Pole store Electric sub- station Pump rooms ;Generator shed ;Toilet Block ;Dog Kennel ;02 Nos  central morcha ; 04 Nos corner bunkers 02 Nos 02 men bunkers sentry post Development works at BOP SHAMEKE of 105 Bn BSF (Now 136 Bn) UNDER SHQ BSF FZR,Dept,O/No.2377-83 dated 19.02.2019,104.172,12.12.2017.,18.12.2017,Work in progress,2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,16.01.2018,270,07.03.2020,07.06.2019,,,,60,7.01,27.26,34.27,32.9,,,,,,,,,,,,,,,,,
ENG-1761419859723-1333,OLD BOP,BOP(IA),,Old Schems,Gujarat,BMR,,Construction of OHT and development works at non composite BOP CKP of 142 Bn (now 76 BN) BSF under SHQ BSF Barmer,Dept,No./Engg/San Ftr HQ GUJ/2020/10450-55; dtd 20/11/2019,19.07,20.03.2022,20.03.2022,WORK COMPLETED,2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,20.09.2021,,20.03.2022,20.09.2021,,2025-08-11,,100,17.87,4.99,22.86,108,,,,,,,,,,,,,,,,,
ENG-1761419859723-1334,OLD BOP,BOP(IA),,Old Schems,Gujarat,BMR,,Procurement of furniture/fixture at BOP BKD; Nayatal; Varnhar; Gadra Fwd; CKP; SKP; BKD-II; Kelnore; SKT; NKT; Pirau and BOP Barmerwala of 115 Bn; 142 Bn; 50 Bn and 151 Bn BSF under SHQ BSF Barmer,Dept,112/176(D-IV)/2018-Engg/BSF/3861-66 dated 14 Nov 2018,68.04,20.03.2022,20.03.2022,WORK COMPLETED,2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,20.09.2021,,20.03.2022,20.09.2021,,2025-09-11,,100,50.15,17.81,67.96,74,,,,,,,,,,,,,,,,,
ENG-1761419859723-1335,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Jammu,I/NAGAR,,Providing of security street lights at 04 Nos BOPs along Indo-Pak border (IPB) under SHQ BSF I/Nagar,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2024,115.32,10.12.2024,13.01.2025,Tech bid has been opened and to be approved at FHQ level. However material which have to be procured on GeM is pending due to non availability of fund under relevantr head of account.,2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
ENG-1761419859723-1336,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Jammu,JMU,,Providing of security street lights at 04 Nos BOPs along Indo-Pak border (IPB) at BOP Jitender; 7 Bn; BOP Bulechak; 120 Bn; BOP Jagnuchak; 165 Bn & BOP Karotana Khurd; 165 Bn under SHQ BSF Jammu,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2025,115.32,12.12.2024,13.01.2025,Tech bid has been opened and to be approved at FHQ level. However material which have to be procured on GeM is pending due to non availability of fund under relevantr head of account.,2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
ENG-1761419859723-1337,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Jammu,SBN,,Providing & fixing of security lights at BOP Jamunabela of 46 Bn BOP Gakhrial of 171 Bn along Indo-Pak Border (IPB) under SHQ S/Bani,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2026,57.66,06.01.2025,05.02.2025,Tech bid has been opened and to be approved at FHQ level. However material which have to be procured on GeM is pending due to non availability of fund under relevantr head of account.,2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
ENG-1761419859723-1338,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab,FZR,,Providing LED street/security Lights in Campus of 174 Nos BOPs along Indo-Pakistan Border(IPB) & Indo-Bangladesh Border (IBB),Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2027,23.95,,,Technical bid Approved by CTA & Financial bid to be opened.,2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-1761419859723-1339,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab,FZR,,(SH:-Providing & Fixing of security light along the periphery of BOP Roranwala of 144 Bn (Now 181 Bn) BSF under SHQ BSF Amritsar),Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2028,23.95,,2025-07-28,Technical bid Approved by CTA & Financial bid to be opened.,2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-1761419859723-1340,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab,FZR,,SH:-Providing & Fixing of security light along the periphery of BOP Thehkalan of 71 Bn (Now 115 Bn) BSF under SHQ BSF Amritsar,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2029,23.95,,2025-07-28,Technical bid Approved by CTA & Financial bid to be opened.,2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-1761419859723-1341,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab,FZR,,SH:-Providing & Fixing of security light along the periphery of BOP Havellian of 71 Bn (Now 115 Bn) BSF under SHQ BSF Amritsar,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2030,23.95,,2025-07-28,Technical bid Approved by CTA & Financial bid to be opened.,2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-1761419859723-1342,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab,FZR,,SH:-Providing & Fixing of security light along the periphery of BOP R/Kakkar of 22 Bn (Now 100 Bn) BSF under SHQ BSF Amritsar,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2031,23.95,,2025-07-28,Technical bid Approved by CTA & Financial bid to be opened.,2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-1761419859723-1343,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab,FZR,,SH:-Providing & Fixing of security light along the periphery of BOP Grove of 22 Bn (Now 100 Bn) BSF under SHQ BSF Amritsar,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2032,23.95,,2025-07-28,Technical bid Approved by CTA & Financial bid to be opened.,2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-1761419859723-1344,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab,FZR,,SH:-Providing & Fixing of security light along the periphery of BOP Gulgarh of 183 Bn (Now 45 Bn) BSF under SHQ BSF Amritsar),Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2033,23.95,,2025-07-28,Technical bid Approved by CTA & Financial bid to be opened.,2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-1761419859723-1345,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab,FZR,,SH:-Providing & Fixing of security light along the periphery of BOP NSG of 183 Bn (Now 45 Bn) BSF under SHQ BSF Amritsar,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2034,23.95,,2025-07-28,Technical bid Approved by CTA & Financial bid to be opened.,2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-1761419859723-1346,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab,FZR,,SH:-Providing & Fixing of security light along the periphery of BOP Bharopal of 144 Bn (Now 181 Bn) BSF under SHQ BSF Amritsar,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2035,23.95,,2025-07-28,Technical Bid Opened on 29-08-2025 (2nd time) Recommendation of DIG under peocess.,2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-1761419859723-1347,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab,FZR,,SH:- Providing and fixing of Security lights along the Periphery of BOP Rajamohattam of 182 Bn (Now 158 Bn)  BSF under SHQ BSF Ferozepur,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2036,23.95,,2025-08-18,Technical Bid Opened on 29-08-2025 (2nd time) Recommendation of DIG under peocess.,2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-1761419859723-1348,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab,FZR,,SH:- Providing and fixing of Security lights along the Periphery of BOP Harbhajan of 103 Bn BSF under SHQ BSF Ferozepur,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2037,23.95,,2025-08-18,Technical Bid Opened on 29-08-2025 (2nd time) Recommendation of DIG under peocess.,2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-1761419859723-1349,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab,FZR,,SH:- Providing and fixing of Security lights along the Periphery of BOP Wan of 103 Bn BSF under SHQ BSF Ferozepur,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2038,23.95,,2025-08-18,Technical Bid Opened on 29-08-2025 (2nd time) Recommendation of DIG under peocess.,2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-1761419859723-1350,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab,FZR,,SH:- Providing and fixing of Security lights along the Periphery of BOP Dharma of 103 Bn BSF under SHQ BSF Ferozepur,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2039,23.95,,2025-08-18,Technical Bid Opened on 29-08-2025 (2nd time) Recommendation of DIG under peocess.,2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-1761419859723-1351,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab,FZR,,SH:- Providing and fixing of Security lights along the Periphery of BOP Jagdish of 136 Bn (Now 155 Bn) BSF under SHQ BSF Ferozepur,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2040,23.95,,2025-08-18,Technical Bid Opened on 29-08-2025 (2nd time) Recommendation of DIG under peocess.,2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-1761419859723-1352,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab,FZR,,SH:- Providing and fixing of Security lights along the Periphery of BOP Gajjal of 101 Bn (Now 148 Bn) BSF under SHQ BSF Ferozepur,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2041,23.95,,2025-08-18,Technical Bid Rejected due to non submission of requisite documents as per NIT. 2nd time Tender to be called,2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-1761419859723-1353,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab,FZR,,SH:- Providing and fixing of Security lights along the Periphery of BOP NS Wala of 160 Bn BSF under SHQ BSF Abohar,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2042,23.95,,2025-07-18,Technical Bid Rejected due to non submission of requisite documents as per NIT. 2nd time Tender to be called,2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-1761419859723-1354,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Punjab,FZR,,SH:- Providing and fixing of Security lights along the Periphery of BOP Samaske of 160 Bn BSF under SHQ BSF Abohar,Dept,GOI DG CPWD Memo No.ADG(B)/BFR Cell/(AA&ES)/2024/857 dtd 28.08.2043,23.95,,2025-07-18,Technical Bid Rejected due to non submission of requisite documents as per NIT. 2nd time Tender to be called,2025-10-25T19:17:42.246Z,2025-10-25T19:17:42.246Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
