s_no,source_sheet,budget_head,name_of_scheme,sub_scheme_name,ftr_hq_name,shq_name,location,work_description,executive_agency,aa_es_reference,sd_amount_lakh,ts_date,tender_date,acceptance_date,award_date,time_allowed_days,pdc_agreement,pdc_revised,firm_name,physical_progress_percent,expenditure_previous_fy,expenditure_current_fy,expenditure_total,expenditure_percent,remarks,created_at,updated_at,completion_date_actual,current_status
ENG-1759510506319-1450,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Gujarat,GNR,,Providing fixing of security light at BOP Harish of 21 Bn BSF under SHQ BSF GNR  ,Dept,No. ASG(B) BFR Cell(A/A & ES) 2024/857-14 dtd 28/08/2024,26.27,2024-12-14,2025-01-16,,2025-03-14,,2025-05-08,,M/S Shivalay Corporation,5,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1451,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Gujarat,GNR,,Providing fixing of security light at BOP Ranchordas of 194 Bn BSF under SHQ BSF GNR  ,Dept,No. ASG(B) BFR Cell(A/A & ES) 2024/857-14 dtd 28/08/2024,26.27,2024-12-14,2025-01-16,,2025-03-14,,2025-05-11,,M/S Shivalay Corporation,5,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1452,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Gujarat,GNR,,Providing fixing of security light at BOP Nadeshwari of 194 Bn BSF under SHQ BSF GNR  ,Dept,No. ASG(B) BFR Cell(A/A & ES) 2024/857-14 dtd 28/08/2024,26.27,2024-12-14,2025-01-16,,2025-03-14,,2025-05-11,,M/S Shivalay Corporation,5,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1453,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Gujarat,GNR,,Providing fixing of security light at BOP Sherdil of 56 Bn BSF under SHQ BSF GNR  ,Dept,No. ASG(B) BFR Cell(A/A & ES) 2024/857-14 dtd 28/08/2024,26.27,2024-12-14,2025-01-16,,2025-03-14,,2025-05-11,,M/S Shivalay Corporation,5,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1454,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Gujarat,GNR,,Providing fixing of security light at BOP Shyam of 56 Bn BSF under SHQ BSF GNR  ,Dept,No. ASG(B) BFR Cell(A/A & ES) 2024/857-14 dtd 28/08/2024,26.27,2024-12-14,2025-01-16,,2025-03-14,,2025-05-08,,M/S Shivalay Corporation,5,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1455,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Gujarat,GNR,,Providing fixing of security light at BOP RKB of 123 Bn BSF under SHQ BSF GNR  ,Dept,No. ASG(B) BFR Cell(A/A & ES) 2024/857-14 dtd 28/08/2024,26.27,2024-12-14,2025-01-16,,2025-03-14,,2025-05-08,,M/S Shivalay Corporation,5,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1456,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Gujarat,GNR,,Providing fixing of security light at BOP 19-R of 123 Bn BSF under SHQ BSF GNR  ,Dept,No. ASG(B) BFR Cell(A/A & ES) 2024/857-14 dtd 28/08/2024,26.27,2024-12-14,2025-01-16,,2025-03-14,,2025-05-08,,M/S Shivalay Corporation,5,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1457,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Gujarat,GNR,,Providing fixing of security light at BOP Goal Hill of 123 Bn BSF under SHQ BSF GNR  ,Dept,No. ASG(B) BFR Cell(A/A & ES) 2024/857-14 dtd 28/08/2024,26.27,2024-12-14,2025-01-24,,2025-03-14,,2025-05-08,,M/S Shivalay Corporation,5,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1458,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Gujarat,GNR,,Providing fixing of security light at BOP Silashichi of 194 Bn BSF under SHQ BSF GNR  ,Dept,No. ASG(B) BFR Cell(A/A & ES) 2024/857-14 dtd 28/08/2024,26.27,2024-12-14,2025-01-25,,2025-03-14,,2025-05-11,,M/S Shivalay Corporation,5,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1459,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Gujarat,BMR,,Providing of security lights at BOP MKT along Indo-Pak Border of 13 Bn BSF under SHQ BSF Barmer,Dept,No. ASG(B) BFR Cell(A/A & ES) 2024/857-14 dtd 28/08/2024,26.47,2024-11-11,2024-12-04,,2025-03-14,,2025-07-07,,M/S Mahadev group of Emgioneers,2,,,,,"1)  Tender opened on 22/01/2025 and send back to SHQ BSF Bhuj after taking necessary action from this HQ. 
2) Financial bid opened on 26/02/25 for 2 works and shortfall documents asked from bidders upto 03/03/25 for 6 work. 
3)Technical bid after short fall documents opened on 03/03/25 for 06 works. All 08 work file received at FTR GUJ  on 11/03/25. 02 works accepted on 17/03/25 and awarded on 26/03/25. 06 works after approval of technical bid is sent back to SHQ BSF Bhuj on 25/03/25 
4)Financial  bid  opened of 06 works on 4/03/2025 ; received ftr hq guj on 11.04.25 for approval .",2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1460,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Gujarat,BMR,,Providing of security lights at BOP Sundra  along Indo-Pak Border of 13 Bn BSF under SHQ BSF Barmer,Dept,No. ASG(B) BFR Cell(A/A & ES) 2024/857-14 dtd 28/08/2024,26.47,2024-11-11,2024-12-04,,2025-03-14,,2025-07-07,,M/S Mahadev group of Emgioneers,2,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1461,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Gujarat,BHUJ,,Providing security lights and street light at BOP Dharmasahala in AOR of 03 Bn BSF  under SHQ BSF Bhuj,Dept,No. ASG(B) BFR Cell(A/A & ES) 2024/857-14 dtd 28/08/2024,26.27,15/11/2024,2024-12-31,,2025-03-16,,2025-07-23,,M/S NADESHVARI ELLECTRICAL,2,,,,,"1)  Tender opened on 22/01/2025 and send back to SHQ BSF Bhuj after taking necessary action from this HQ. 
2) Financial bid opened on 26/02/25 for 2 works and shortfall documents asked from bidders upto 03/03/25 for 6 work. 
3)Technical bid after short fall documents opened on 03/03/25 for 06 works. All 08 work file received at FTR GUJ  on 11/03/25. 02 works accepted on 17/03/25 and awarded on 26/03/25. 06 works after approval of technical bid is sent back to SHQ BSF Bhuj on 25/03/25 
4)Financial  bid  opened of 06 works on 4/03/2025 ; received ftr hq guj on 11.04.25 for approval .",2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1462,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Gujarat,BHUJ,,Providing security lights and street light at BOP Ashok in AOR of 03 Bn BSF ,Dept,No. ASG(B) BFR Cell(A/A & ES) 2024/857-14 dtd 28/08/2024,26.27,15/11/2024,2024-12-31,,2025-03-16,,2025-07-23,,M/S NADESHVARI ELLECTRICAL,,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1463,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Gujarat,BHUJ,,Providing security lights and street light at BOP Balbir in AOR of 03 Bn BSF ,Dept,No. ASG(B) BFR Cell(A/A & ES) 2024/857-14 dtd 28/08/2024,26.27,15/11/2024,2024-12-31,,,,,,,,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1464,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Gujarat,BHUJ,,Providing security lights and street light at BOP Moticher in AOR of 18 Bn BSF ,Dept,No. ASG(B) BFR Cell(A/A & ES) 2024/857-14 dtd 28/08/2024,26.27,15/11/2024,2024-12-31,,,,,,,,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1465,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Gujarat,BHUJ,,Providing security lights and street light at BOP Budhbandar in AOR of 18 Bn BSF ,Dept,No. ASG(B) BFR Cell(A/A & ES) 2024/857-14 dtd 28/08/2024,26.27,15/11/2024,2024-12-31,,,,,,,,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1466,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Gujarat,BHUJ,,Providing security lights and street light at BOP Biarbet in AOR of 18 Bn BSF ,Dept,No. ASG(B) BFR Cell(A/A & ES) 2024/857-14 dtd 28/08/2024,26.27,15/11/2024,2024-12-31,,,,,,,,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1467,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Gujarat,BHUJ,,Providing security lights and street light at BOP Jakhau in AOR of 18 Bn BSF ,Dept,No. ASG(B) BFR Cell(A/A & ES) 2024/857-14 dtd 28/08/2024,26.27,15/11/2024,2024-12-31,,,,,,,,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1468,BOP STREET LIGHTS,BIMW(IA),,BOP Security Street lights,Gujarat,BHUJ,,Providing security lights and street light at BOP Ashirwand in AOR of 18 Bn BSF ,Dept,No. ASG(B) BFR Cell(A/A & ES) 2024/857-14 dtd 28/08/2024,26.27,15/11/2024,2024-12-31,,,,,,,,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1469, SOLAR WATER HEATER BOP,BIMW(IA),,Solater water heaters,Jammu ,FTR JMU,,Installation of solar water heater at each BOPs,Dept,ADG(B)BFR Cell/(AA&ES)2924/111-D dtd 30.01.2024,269.7,2024-03-19,2024-03-21,,09.10.24,,,,,70,,144.14,144.14,53.44456803856136,"Materials for 80 Nos plant received and dumped on site. 

Installation work is under progress (Plant installed on 03 sites) ",2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1470, SOLAR WATER HEATER BOP,BIMW(IA),,Solater water heaters,Punjab ,FTR PB,,INSTALLATION OF 1000 LITER PER DAY (2X500 LPD) SOLAR WATER HEATER AT EACH BOP ALONG INDO-PAKISTAN BORDER (IPB) UNDER HEAD BIMW(IA),Dept,L/N 1375-79 DT 20.3.24 . Amounting to Rs 3;84;79;300/-,385.01,20.03.24,45400,,19.09.2024,,25.09.2024,,,80,63.24,99.87,63.24,16.43,"(i) 116 Nos out of 144 Bops are completed. Remaining Installation work in progress.
ASR-35
GSP-35
FZR-36
ABR-10
",2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1471, SOLAR WATER HEATER BOP,BIMW(IA),,Solater water heaters,Rajasthan ,FTR RAJ,,Installation of 1000 Liters per day ( 2 X 500 LPD) Solar Water Heater at each BOP along Indo-Pakistan Border (IPB).,Dept,ADG (B)/ BFR Cell/(AA&ES) / 2024/111-D dated 30.01.2024.,487.77,28.02.2024,20.12.2024,31.01.2025,07.02.2025,,21.02.2026,,M/s Solarium Green Energy Ltd.; Ahemdabad; Gujrat,50,58.43,0,58.43,,Work in progress,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1472, SOLAR WATER HEATER BOP,BIMW(IA),,Solater water heaters,Gujarat,FTR GUJ,,Installation of 1000 litres per day (2x500 LPD) solar water heater at 189 BOPs under FTR HQ BSF Gujarat ,Dept,ADG(B)/BFR Cell/ (A/a & ES/ / 2024/11-D dtd 30/01/2024,585.54,2024-02-27,"20/09/2024 
(4th call) ",,11.12.2024,,,,,21,,70,70,11.95477678723913,"(i) Modified Design and drawing received from the firm on 18/02/25. 
(ii) Sample Material received on 11/01/2025 & unloaded on 13/01/2025 and inspected by BOO.
(iii) Material for 20 BOPs received and dumped at BOPs Hatala on 16/01/2025 and Somrar on 17/01/25 of 83 Bn BSF under SHQ BSF BMR.
(iv) Material of 10 BOPs have been supplied at BOP RKB on 10/02/25 of SHQ GNR
v) 10 BOP material have supplied at BOP Akudia of SHQ GNR  on 17.02.25
vii) 10 BOP Material have been supplied at BOP Lal under SHQ GNR on 20/02/2025.
VIII) Material of 10 BOPs has been dropped at BOP Kelnore on 02.03.25 of SHQ BMR 
",2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1473,HQ STREET LIGHTS,OB(BS),,HQrs Security Street Light ,Kashmir ,FTR KMR,,SITC of solar street lighting at various campuses under Ftr HQ BSF Kashmir,Dept,MHA O/No. 4865-70 dtd 10/10/2023,68.89,2023-12-11,2023-12-11,,2024-04-23,,2024-08-24,,,100,,37.03,37.03,,"Rs. 37.03 lakh booked.
Completed Solar Street  Lights:-
Ftr HQ KMR - 40 Nos
SHQ SGR     - 95 Nos
SHQ BLA      - 85 Nos
SHQ Kup      - 95 Nos
SHQ BDR     - 45 Nos
Total                - 360 Nos
(i) Bills of 5th RA Bill for Rs. 18;13;550/- & 6th RA bill for Rs. 13;55;390/- in hand due to not available of budget.",2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1474,HQ STREET LIGHTS,OB(BS),,HQrs Security Street Light ,Jammu ,FTR JMU,,SITC of solar street lighting at various campuses of BSF (SH : SITC solar street lighting at Paloura campus Ftr HQ BSF Jammu)- 20 Nos,Dept,FHQ Sanction Order No. 27012/62/2023/PF-V/3658896 /4865-70 Dated 09.10.2023 for ,19.68,2023-11-14,19.11.2024,,*,,,,,,,,,,Fund not yet alloted. Hence not able to place supply order on Gem.,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1475,HQ STREET LIGHTS,OB(BS),,HQrs Security Street Light ,Jammu ,I/NAGAR,,SITC of solar street lighting at various campuses of BSF (SH : SITC solar street lighting at SHQ BSF I/Nagar)- 25 Nos,Dept,FHQ Sanction Order No. 27012/62/2023/PF-V/3658896 /4865-70 Dated 09.10.2023 for ,,2023-11-22,,,2024-01-27,,,,,100,,,15.6,,work completed ,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1476,HQ STREET LIGHTS,OB(BS),,HQrs Security Street Light ,Jammu ,SBN,,SITC of solar street lighting at various campuses of BSF (SH : SITC solar street lighting at SHQ BSF Sunderbani- 25 Nos,Dept,FHQ Sanction Order No. 27012/62/2023/PF-V/3658896 /4865-70 Dated 09.10.2023 for ,,2023-12-11,,,*,,,,,100,,,,,work completed ,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1477,HQ STREET LIGHTS,OB(BS),,HQrs Security Street Light ,Jammu ,RJR,,SITC of solar street lighting at various campuses of BSF (SH : SITC solar street lighting at SHQ BSF Rajouri)- 30 Nos,Dept,FHQ Sanction Order No. 27012/62/2023/PF-V/3658896 /4865-70 Dated 09.10.2023 for ,,2023-12-01,,,*,,,,,100,,,,,work completed ,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1478,HQ STREET LIGHTS,OB(BS),,HQrs Security Street Light ,Punjab ,FTR PB,,Supplying; installation; testing and commissioning of solar street lighting system at various campuses of BSF (SH : FTR HQ BSF Campus Jal; Punjab) ,Dept,FHQ Sanction Order No. 27012/62/2023/PF-V/3658896 /4865-70 Dated 09.10.2023 for ,57.08,2023-10-31,2023-10-31,,2023-12-14,,2024-05-06,,,100,1.69,0.44,2.13,,Work Completed,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1479,HQ STREET LIGHTS,OB(BS),,HQrs Security Street Light ,Punjab ,GSP,,Supplying Installation Testing and Commissioning of solar  Streetlighting system at variousCampuses of  Bsf ( SH: Installation of solar street lights in the Campuses of 58 BN; 89 BN; 73 BN; under SHQ BSF Gurdaspur i.c Sector HQ GSPCampus ),Dept,FHQ Sanction Order No. 27012/62/2023/PF-V/3658896 /4865-70 Dated 09.10.2023 for Rs. 5.00 crore,,2023-11-21,2023-12-25,,2024-01-07,,2024-04-24,,,100,11.76,16.12,27.880000000000003,,Work Completed,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1480,HQ STREET LIGHTS,OB(BS),,HQrs Security Street Light ,Punjab ,FZR,,Installation ; testing and commissioning of solar street light system at various campuses of BSF ( SH : 103 Bn BSF Amarkot and 182 Bn BSF at Jalalabad under SHQ BSF FZR),Dept,FHQ Sanction Order No. 27012/62/2023/PF-V/3658896 /4865-70 Dated 09.10.2023 for ,,2023-11-19,2023-12-04,,2024-01-07,,2024-03-27,,,100,7.85,5.09,12.94,,Work Completed,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1481,HQ STREET LIGHTS,OB(BS),,HQrs Security Street Light ,Punjab ,ABR,,Installation ; testing and commissioning of solar street lighting system at various campuses of BSF ( SH : 52 Bn BSF Fazilka;  55 Bn BSF Abohar; 66 Bn C A Walal BSF under SHQ BSF Abohar),Dept,FHQ Sanction Order No. 27012/62/2023/PF-V/3658896 /4865-70 Dated 09.10.2023 for ,,2023-11-21,2023-11-21,,2024-01-07,,2024-04-29,,,100,14.25,5.21,19.46,,Work Completed,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1482,HQ STREET LIGHTS,OB(BS),,HQrs Security Street Light ,Gujarat,FTR GUJ,,SITC OF solar Street lighting system at varius Campuses under FTR HQ Guj,Dept,MHA/ NO.27012/62203/F3658896 DTD 09/10/2023,59.05,,2023-11-23,,2023-12-18,,2024-04-17,,,100,16.2,37.24,53.44,,Works completed ,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1483,25KWP SOLAR AT BOP,BIMW(IA) ,,25 KWPH Solar plants ,Jammu,I/NAGAR,,PITC of 25 KWP off grid solar power plant at 10 BOPs of 48 Bn (now 125 Bn)/51/67 and 161 Bn BSF of SHQ I/Nagar under Ftr HQ Jammu,Dept,DG; CPWD; N/Delhi (BFR Cell) Memorandum No.110-18 dtd 30 Oct 2024,358.91,2024-05-01,22.05.24,01/03.25,20.03.25,,,,,0,0,0,0,,10 no. works sanctioned for each SHQ and PG has been submittted by the contractor; work will be started shortly. ,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1484,25KWP SOLAR AT BOP,BIMW(IA) ,,25 KWPH Solar plants ,Jammu,SBN,,PITC of 25 KWP off grid solar power plant at 10 BOPs of 12 Bn (now 44 Bn)/46 and 171 Bn BSF of SHQ S/Bani  under Ftr HQ Jammu,Dept,DG; CPWD; N/Delhi (BFR Cell) Memorandum No.110-18 dtd 30 Oct 2024,358.91,2024-05-01,22.05.24,2024-12-14,22.01.25,,,,,20,0,0,0,,Work in progress and 03 sites out of 10 sites. ,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1485,25KWP SOLAR AT BOP,BIMW(IA) ,,25 KWPH Solar plants ,Jammu,JMU,,Installation of 25 KWP of Grid power plant at BOPs along Indo-Pakistan (IPB) and Indo-Bangladesh (IBB) (SH : SITC of 25 KWP solar power plant at various BOPs under SHQ BSF Jammu,Dept,-do-,358.92,-,10.12.24,2025-02-24,11.03.25,,,,,0,0,0,0,,10 no. works sanctioned for each SHQ and PG has been submittted by the contractor; work will be started shortly. ,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1486,25KWP SOLAR AT BOP,BIMW(IA) ,,25 KWPH Solar plants ,Punajb ,GSP,,Installation of 25 KWp off Grid Solar Power Plant at 13 BOPs of 121;58;27;113;117 Bn of SHQ GSP under FTR HQ Punjab,Dept,letter no 110-18 dated 30.01.2024 Rs 268.18Cr(for PB 16.64),428.57,05.03.24,,45717,45742,,46104,,M/S ARM Group,0,,,,,"i) Work Awarded to firm
ii) Demand of Budget amounting to Rs. 100.0 Lacs",2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1487,25KWP SOLAR AT BOP,BIMW(IA) ,,25 KWPH Solar plants ,Punajb ,ABR,,PITC of 25 KWp off Grid Solar Power Plant at 13 BOPs of 52;55;66 & 160 Bn of SHQ ABR under FTR HQ Punjab,Dept,letter no 110-18 dated 30.01.2024 Rs 268.18Cr(for PB 16.64),428.57,05.03.24,,45778,45797,,46161,,M/S Samved Energy System,0,,,,,"i) Work Awarded to firm to firm.
ii) Demand of Budget amounting to Rs. 100.0 Lacs",2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1488,25KWP SOLAR AT BOP,BIMW(IA) ,,25 KWPH Solar plants ,Punajb ,FZR,,PITC of 25 KWp off Grid Solar Power Plant at ( BOPs- Sherper; Ghoga;and Fathepur of 183 Bn; BOPs- Daoke; Kahangarh; Rajatal;Mahwa of 144 Bn; BOPs- Mohinder;N/Dallah;and Havellian of 71 Bn) of SHQ BSF ASR under FTR HQ PB,Dept,letter no 110-18 dated 30.01.2024 Rs 268.18Cr(for PB 16.64),428.57,05.03.24,,45897,45915,,46261,,M/S Sahaj Solar Limited,0,,,,,Work Awarded to firm dtd 15-09-2025,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1489,25KWP SOLAR AT BOP,BIMW(IA) ,,25 KWPH Solar plants ,Punajb ,ASR,,Providing And Installation of 25 KWp off Grid Solar Power Plant at 13 BOPs of101;103;136(now 155) and 182 Bn of SHQ FZR under FTR HQ Punjab,Dept,letter no 110-18 dated 30.01.2024 Rs 268.18Cr(for PB 16.64),428.57,05.03.24,,,,,,,,,,,,,Tender called Technical bid will be opened on 8/7/2025,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1490,25KWP SOLAR AT BOP,BIMW(IA) ,,25 KWPH Solar plants ,Rajasthan ,SGNR,,P/I/T/C of 25 KWP of Grid Solar Power Plant at 17 Nos BOPs of 23 Bn and 125 Bn BSF of SHQ BSF SGNR under Ftr HQ BSF Raj,Dept,ADG (B)/ BFR Cell/(AA&ES) / 2024/110-F dated 30.01.2024.,3803.41,16.05.2024,,,,,,,,,,,,,Tender to be opned on 16/07/2025,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1491,25KWP SOLAR AT BOP,BIMW(IA) ,,25 KWPH Solar plants ,Rajasthan ,SGNR,,P/I/T/C of 25 KWP of Grid Solar Power Plant at 14 Nos BOPs of 77 Bn and 34 Bn BSF of SHQ BSF SGNR under Ftr HQ BSF Raj,Dept,ADG (B)/ BFR Cell/(AA&ES) / 2024/110-F dated 30.01.2024.,,16.05.2024,,,,,,,,,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1492,25KWP SOLAR AT BOP,BIMW(IA) ,,25 KWPH Solar plants ,Rajasthan ,BKNR,,P/I/T/C of 25 KWP of Grid Solar Power Plant at 11 Nos BOPs of 124 Bn BSF of SHQ BSF BKNR under Ftr HQ BSF Raj,Dept,ADG (B)/ BFR Cell/(AA&ES) / 2024/110-F dated 30.01.2024.,,16.05.2024,,,,,,,,,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1493,25KWP SOLAR AT BOP,BIMW(IA) ,,25 KWPH Solar plants ,Rajasthan ,BKNR,,P/I/T/C of 25 KWP of Grid Solar Power Plant at 14 Nos BOPs of 114 Bn and 127 Bn BSF of SHQ BSF BKNR under Ftr HQ BSF Raj,Dept,ADG (B)/ BFR Cell/(AA&ES) / 2024/110-F dated 30.01.2024.,,16.05.2024,,,,,,,,,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1494,25KWP SOLAR AT BOP,BIMW(IA) ,,25 KWPH Solar plants ,Rajasthan ,JSMR(S),,P/I/T/C of 25 KWP of Grid Solar Power Plant at 11 Nos BOPs of 173 Bn and 108 Bn BSF of SHQ BSFJSMR(S) under Ftr HQ BSF Raj,Dept,ADG (B)/ BFR Cell/(AA&ES) / 2024/110-F dated 30.01.2024.,,16.05.2024,,,,,,,,,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1495,25KWP SOLAR AT BOP,BIMW(IA) ,,25 KWPH Solar plants ,Rajasthan ,JSMR(S),,P/I/T/C of 25 KWP of Grid Solar Power Plant at 13 Nos BOPs of 149 Bn and 154 Bn BSF of SHQ BSFJSMR(S) under Ftr HQ BSF Raj,Dept,ADG (B)/ BFR Cell/(AA&ES) / 2024/110-F dated 30.01.2024.,,16.05.2024,,,,,,,,,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1496,25KWP SOLAR AT BOP,BIMW(IA) ,,25 KWPH Solar plants ,Rajasthan ,JSMR(N),,P/I/T/C of 25 KWP of Grid Solar Power Plant at 19 Nos BOPs of 87 Bn and 191 Bn BSF of SHQ BSF JSMR (N) under Ftr HQ BSF Raj,Dept,ADG (B)/ BFR Cell/(AA&ES) / 2024/110-F dated 30.01.2024.,,16.05.2024,,,,,,,,,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1497,25KWP SOLAR AT BOP,BIMW(IA) ,,25 KWPH Solar plants ,Rajasthan ,JSMR(N),,P/I/T/C of 25 KWP of Grid Solar Power Plant at 13 Nos BOPs of 92 Bn and 166 Bn BSF of SHQ BSF JSMR (N) under Ftr HQ BSF Raj,Dept,ADG (B)/ BFR Cell/(AA&ES) / 2024/110-F dated 30.01.2024.,,16.05.2024,,,,,,,,,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1498,25KWP SOLAR AT BOP,BIMW(IA) ,,25 KWPH Solar plants ,Gujarat,BHUJ,,Providing; installation; testing and commissioning of 25 KWp off-grid solar power plants at various BOPs of 153 Bn BSF under SHQ BSF Bhuj,Dept,ADG(B)/BFR Cell/ (A/a & ES/ / 2024/11-D dtd 30/01/2024,630.8893439999999,2024-05-26,2025-03-02,,,,,,,,,,,,"* 2nd time tender called on 03/03/25 and opened on 28/03/25.

*  All 07 proposal shortfall documents Techniocal Bid opened on 03.07.25 and under scrutiny at shq bhuj.
",2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
ENG-1759510506319-1499,25KWP SOLAR AT BOP,BIMW(IA) ,,25 KWPH Solar plants ,Gujarat,BHUJ,,Providing; installation; testing and commissioning of 25 KWp off-grid solar power plants at various BOPs of 18 Bn BSF under SHQ BSF Bhuj,Dept,ADG(B)/BFR Cell/ (A/a & ES/ / 2024/11-D dtd 30/01/2024,315.44467199999997,2024-05-26,2025-03-02,,,,,,,,,,,,,2025-10-03T16:55:06.397Z,2025-10-03T16:55:06.397Z,,
